sample,budget,resource,marginal_benefit_pp,optimal_allocation,allocation_share_pct,alpha,policy_cap
baseline_5,0.78,Cobalt,0.005582745986590835,4.2394799508026893e-07,4.2394799508026896e-05,0.65,0.4
baseline_5,0.78,Graphite,0.6688132398066777,0.367926559534481,36.7926559534481,0.65,0.4
baseline_5,0.78,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.78,Copper,0.20131408792562575,0.011911299823832065,1.1911299823832064,0.65,0.4
baseline_5,0.8,Lithium,0.042043765132224464,0.0001428516830008,0.01428516830008,0.65,0.4
baseline_5,0.8,Nickel,0.023581614193148057,2.7376415622064583e-05,0.0027376415622064583,0.65,0.4
baseline_5,0.8,Cobalt,0.005582745986590835,4.4626104745291467e-07,4.462610474529147e-05,0.65,0.4
baseline_5,0.8,Graphite,0.6688132398066777,0.3872911152994538,38.729111529945385,0.65,0.4
baseline_5,0.8,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.8,Copper,0.20131408792562575,0.012538210340875858,1.2538210340875857,0.65,0.4
baseline_5,0.8200000000000001,Lithium,0.042043765132224464,0.0002248060099162933,0.02248060099162933,0.65,0.4
baseline_5,0.8200000000000001,Nickel,0.023581614193148057,4.3082325895817086e-05,0.0043082325895817085,0.65,0.4
baseline_5,0.8200000000000001,Cobalt,0.005582745986590835,7.022819987244642e-07,7.022819987244641e-05,0.65,0.4
baseline_5,0.8200000000000001,Graphite,0.6688132398066777,0.4,40.0,0.65,0.4
baseline_5,0.8200000000000001,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.8200000000000001,Copper,0.20131408792562575,0.019731409382189254,1.9731409382189253,0.65,0.4
baseline_5,0.84,Lithium,0.042043765132224464,0.0004496120198325847,0.04496120198325847,0.65,0.4
baseline_5,0.84,Nickel,0.023581614193148057,8.616465179163382e-05,0.008616465179163382,0.65,0.4
baseline_5,0.84,Cobalt,0.005582745986590835,1.4045639974489224e-06,0.00014045639974489223,0.65,0.4
baseline_5,0.84,Graphite,0.6688132398066777,0.4,40.0,0.65,0.4
baseline_5,0.84,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.84,Copper,0.20131408792562575,0.039462818764378335,3.9462818764378333,0.65,0.4
baseline_5,0.86,Lithium,0.042043765132224464,0.0006744180297488777,0.06744180297488778,0.65,0.4
baseline_5,0.86,Nickel,0.023581614193148057,0.00012924697768745076,0.012924697768745077,0.65,0.4
baseline_5,0.86,Cobalt,0.005582745986590835,2.1068459961733846e-06,0.00021068459961733847,0.65,0.4
baseline_5,0.86,Graphite,0.6688132398066777,0.4,40.0,0.65,0.4
baseline_5,0.86,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.86,Copper,0.20131408792562575,0.059194228146567544,5.9194228146567545,0.65,0.4
baseline_5,0.88,Lithium,0.042043765132224464,0.00089922403966517,0.089922403966517,0.65,0.4
baseline_5,0.88,Nickel,0.023581614193148057,0.00017232930358326772,0.01723293035832677,0.65,0.4
baseline_5,0.88,Cobalt,0.005582745986590835,2.809127994897846e-06,0.0002809127994897846,0.65,0.4
