seed,resource_scaled,epsilon,mean_chi,mean_worstcase_loss_pct
2035,Cobalt,-0.1,0.044238932466080745,8.662610472493073
2036,Cobalt,-0.1,0.04742525088840162,9.305283957999823
2037,Cobalt,-0.1,0.045375171133733364,8.830274665380468
2038,Cobalt,-0.1,0.043877086026010696,7.948556952980306
2039,Cobalt,-0.1,0.04312633613328311,8.618853803686896
2040,Cobalt,-0.1,0.05090706520116811,10.378959845376105
2041,Cobalt,-0.1,0.045998924800310176,8.678823281527276
2042,Cobalt,-0.1,0.04478241954254553,8.731843361944206
2043,Cobalt,-0.1,0.044469607573150056,8.884329666403714
2044,Cobalt,-0.1,0.04115042988924792,8.855560222713788
2045,Cobalt,-0.1,0.04883794649105891,8.668675729457709
2046,Cobalt,-0.1,0.04885065282299912,8.716033168960575
2047,Cobalt,-0.1,0.038921040861380575,8.317633260711693
2048,Cobalt,-0.1,0.04492250654473025,9.020692084729028
2049,Cobalt,-0.1,0.043940826585594756,9.382789309709816
2050,Cobalt,-0.1,0.04231452144363164,8.945761065360154
2051,Cobalt,-0.1,0.04138188601696728,8.539530663387222
2052,Cobalt,-0.1,0.038523700384038816,7.129994506642321
2053,Cobalt,-0.1,0.04162596872949866,8.774123264645812
2054,Cobalt,-0.1,0.043014980977887834,8.836556629907857
2055,Cobalt,-0.1,0.04929233082267093,10.486069642484773
2056,Cobalt,-0.1,0.043618690135598506,9.145605757076757
2057,Cobalt,-0.1,0.04484754133530795,8.775492591588321
2058,Cobalt,-0.1,0.0470040312924168,8.548233975089076
2059,Cobalt,-0.1,0.04224982683492624,8.249307431087683
2060,Cobalt,-0.1,0.04514605841793729,9.355442087085377
2061,Cobalt,-0.1,0.03989637074722087,8.156133523306822
2062,Cobalt,-0.1,0.04491214463821243,8.493449205711396
2063,Cobalt,-0.1,0.03806158015761833,7.455938444532206
2064,Cobalt,-0.1,0.041569011823936,8.251434870369755
2065,Cobalt,-0.1,0.04739433926958035,9.712537551239556
2066,Cobalt,-0.1,0.04462179741464326,7.104836560525176
2067,Cobalt,-0.1,0.04522001937220736,8.075509159172046
2068,Cobalt,-0.1,0.04924491768187689,8.153814931145144
2069,Cobalt,-0.1,0.03998825414413654,8.332655924859155
2070,Cobalt,-0.1,0.05116538204036249,9.549596264818195
2071,Cobalt,-0.1,0.04535190288015346,7.866700848471515
2072,Cobalt,-0.1,0.04247055142095675,9.063680147522335
2073,Cobalt,-0.1,0.042109586979956294,8.185246334622473
2074,Cobalt,-0.1,0.041601411029269224,8.020765932701954
2075,Cobalt,-0.1,0.045499623559133374,8.477041617517381
2076,Cobalt,-0.1,0.04540346560743537,7.3777047770669615
2027,Graphite,-0.1,0.04816215465295663,8.666631037579446
2028,Graphite,-0.1,0.03835708036798755,7.998775708255005
2029,Graphite,-0.1,0.04408735482364955,8.280057501175389
2030,Graphite,-0.1,0.043169007970970355,8.85336594368498
2031,Graphite,-0.1,0.04158404674364149,8.286696159397216
2032,Graphite,-0.1,0.040772554998615304,8.982751338385842
2033,Graphite,-0.1,0.038132237717639114,7.454192876023081
2034,Graphite,-0.1,0.040919102416626676,7.797877741494172
2035,Graphite,-0.1,0.04216757378680873,8.496500286045954
