seed,scenario,economy,loss_pct
2038,Indonesia nickel shock,Finland,1.3302740324470936
2038,Lithium shock (Chile+Australia),France,4.936859365037261
2038,Lithium shock (Chile+Australia),Germany,7.967871012353144
2038,Lithium shock (Chile+Australia),Italy,6.87062535678562
2038,Lithium shock (Chile+Australia),Netherlands,7.761275899129333
2038,Lithium shock (Chile+Australia),Spain,7.53799641222524
2038,Lithium shock (Chile+Australia),Sweden,6.203225983205048
2038,Lithium shock (Chile+Australia),Denmark,5.863414593184587
2038,Lithium shock (Chile+Australia),Finland,5.853214929246127
2038,Dual shock (China+Russia),France,6.269278253021755
2038,Dual shock (China+Russia),Germany,9.93119055375014
2038,Dual shock (China+Russia),Italy,8.753898317724584
2038,Dual shock (China+Russia),Netherlands,9.556237117318467
2038,Dual shock (China+Russia),Spain,9.398864778698156
2038,Dual shock (China+Russia),Sweden,7.728056443997212
2038,Dual shock (China+Russia),Denmark,7.2009990654428835
2038,Dual shock (China+Russia),Finland,7.3860970868694755
2038,Copper shock (Chile+Peru),France,4.432605997093193
2038,Copper shock (Chile+Peru),Germany,6.746999110812154
2038,Copper shock (Chile+Peru),Italy,6.271806675409906
2038,Copper shock (Chile+Peru),Netherlands,7.035666597830882
2038,Copper shock (Chile+Peru),Spain,6.821854276655242
2038,Copper shock (Chile+Peru),Sweden,4.875594277951067
2038,Copper shock (Chile+Peru),Denmark,5.034755824818531
2038,Copper shock (Chile+Peru),Finland,5.1713333811343265
2039,China REE+Graphite shock,France,8.626826473107794
2039,China REE+Graphite shock,Germany,9.480334764182853
2039,China REE+Graphite shock,Italy,8.635174947070379
2039,China REE+Graphite shock,Netherlands,10.677654535216716
2039,China REE+Graphite shock,Spain,9.542119946414928
2039,China REE+Graphite shock,Sweden,8.236020920610489
2039,China REE+Graphite shock,Denmark,8.735788670658428
2039,China REE+Graphite shock,Finland,8.505421135686767
2039,Indonesia nickel shock,France,1.819084500853883
2039,Indonesia nickel shock,Germany,1.9755368666191333
2039,Indonesia nickel shock,Italy,1.6397337599812225
2039,Indonesia nickel shock,Netherlands,1.955163618232896
2039,Indonesia nickel shock,Spain,1.977608329515901
2039,Indonesia nickel shock,Sweden,1.667791948130588
2039,Indonesia nickel shock,Denmark,1.7986912199910847
2039,Indonesia nickel shock,Finland,1.6929572043825638
