seed,resource,marginal_benefit_pp
2117,Nickel,0.017532875140534365
2117,Cobalt,0.0037593794829664517
2117,Graphite,0.5137064337138186
2117,Rare earths,0.7520067044323762
2117,Copper,0.13631944522963746
2118,Lithium,0.06930706100093786
2118,Nickel,0.00806184090748907
2118,Cobalt,0.00597532801579348
2118,Graphite,0.5095802487565617
2118,Rare earths,1.0102355158529255
2118,Copper,0.1833681123786377
2119,Lithium,0.025046428453212144
2119,Nickel,0.05221506642860163
2119,Cobalt,0.007004061857699639
2119,Graphite,0.6234499153895161
2119,Rare earths,0.7652029590280707
2119,Copper,0.23869029685613352
2120,Lithium,0.06560769815531486
2120,Nickel,0.03308406160683397
2120,Cobalt,0.004674980270991114
2120,Graphite,0.703300707978137
2120,Rare earths,0.780676252108579
2120,Copper,0.2962195526997977
2121,Lithium,0.02977657484295282
2121,Nickel,0.017361336490325563
2121,Cobalt,0.007590851933803933
2121,Graphite,0.6319052828157954
2121,Rare earths,0.9363781075931854
2121,Copper,0.09815354490268469
2122,Lithium,0.03670884295059018
2122,Nickel,0.015020034497897683
2122,Cobalt,0.003117519435974714
2122,Graphite,0.6861445049034929
2122,Rare earths,0.9308239852595417
2122,Copper,0.15434280805726708
2123,Lithium,0.04786909230337244
2123,Nickel,0.009307699748420717
2123,Cobalt,0.00509634863859354
2123,Graphite,0.7404644326102812
2123,Rare earths,0.6860524200982709
2123,Copper,0.23630079987469088
2124,Lithium,0.03518444419480815
2124,Nickel,0.008773034350229025
2124,Cobalt,0.008200658012510686
2124,Graphite,0.5877943182403733
2124,Rare earths,0.9631262327683823
2124,Copper,0.2626704493864658
2125,Lithium,0.035300457549801934
2125,Nickel,0.025322874903379144
2125,Cobalt,0.006693601925515935
2125,Graphite,0.6573287165032635
2125,Rare earths,0.8296975554269208
2125,Copper,0.22009212771038023
2126,Lithium,0.04875478702794567
2126,Nickel,0.019211411420451796
2126,Cobalt,0.004122855370908951
2126,Graphite,0.6021863808736239
2126,Rare earths,0.9684187555077557
2126,Copper,0.25843817092347443
2127,Lithium,0.03463906345205636
2127,Nickel,0.018907483733320518
2127,Cobalt,0.007962531412633922
2127,Graphite,0.6830970620393257
2127,Rare earths,0.8888403360383759
2127,Copper,0.14608167256239035
2128,Lithium,0.04859485980156819
2128,Nickel,0.014704651074001873
2128,Cobalt,0.009866812367597788
2128,Graphite,0.7238990446064513
2128,Rare earths,0.9334246165230446
2128,Copper,0.18863658143962425
2129,Lithium,0.04900347883787859
2129,Nickel,0.022973693713176147
2129,Cobalt,0.0014180879827190296
2129,Graphite,0.5698382298965097
2129,Rare earths,0.9020233055693936
2129,Copper,0.24423862897397797
2130,Lithium,0.06539403662341048
2130,Nickel,0.03174376528880618
2130,Cobalt,0.003684658134622154
2130,Graphite,0.48963717390608164
2130,Rare earths,0.8126315011998502
2130,Copper,0.20901908120075774
2131,Lithium,0.03941679309451018
2131,Nickel,0.03944160334052782
2131,Cobalt,0.0022037990180017175
2131,Graphite,0.689431663459704
2131,Rare earths,0.9957399434275587
2131,Copper,0.2771055744678481
2132,Lithium,0.04071940670054808
2132,Nickel,0.03863429299316934
2132,Cobalt,0.003112368378170416
2132,Graphite,0.6040142397043837
2132,Rare earths,0.9146983788967091
2132,Copper,0.16473015057810692
2133,Lithium,0.04211100822383962
2133,Nickel,0.013107495067394836
2133,Cobalt,0.006317653113644184
2133,Graphite,0.7170914289759196
2133,Rare earths,0.9843231347292711
2133,Copper,0.18606792905494451
2134,Lithium,0.03606068277787866
2134,Nickel,0.010223349842516605
2134,Cobalt,0.007956115291377408
2134,Graphite,0.7063683236258775
2134,Rare earths,0.9302665125141818
2134,Copper,0.07771763920809693
2135,Lithium,0.03709944517283503
2135,Nickel,0.033365273381710914
2135,Cobalt,0.01088733719479329
2135,Graphite,0.6824627977768483
2135,Rare earths,0.7682489211969568
2135,Copper,0.16672614209119896
2136,Lithium,0.027992985390566716
2136,Nickel,0.022395409066644945
2136,Cobalt,0.0015413994538420184
