seed,economy,resource,resource_channel_loss_pct,contribution_share
2076,France,Copper,3.1150767560981665,0.1574642716385248
2076,Germany,Lithium,2.504430391379323,0.11734227382183707
2076,Germany,Nickel,2.5568805838509734,0.11979976869500333
2076,Germany,Cobalt,2.033929493203187,0.09529748255223522
2076,Germany,Graphite,5.894620278497377,0.2761858142179161
2076,Germany,Rare earths,5.013220721179814,0.2348888276627252
2076,Germany,Copper,3.339869454945799,0.15648583305028302
2076,Italy,Lithium,2.9468219690406294,0.11876080386686756
2076,Italy,Nickel,2.7595867994310486,0.11121498009855137
2076,Italy,Cobalt,2.3011230015721944,0.09273828562918694
2076,Italy,Graphite,6.969322657800267,0.2808728759129602
2076,Italy,Rare earths,5.897385175481946,0.237672384525082
2076,Italy,Copper,3.9388458010473637,0.15874066996735195
2076,Netherlands,Lithium,2.994431095619751,0.11738273537651699
2076,Netherlands,Nickel,3.107001895447614,0.12179554969261401
2076,Netherlands,Cobalt,2.464587358747929,0.09661267750238257
2076,Netherlands,Graphite,6.9998534901590865,0.2743966795935491
2076,Netherlands,Rare earths,5.951380712246174,0.23329618380345946
2076,Netherlands,Copper,3.9927242876387345,0.15651617403147786
2076,Spain,Lithium,3.3190227818945437,0.11843531460497515
2076,Spain,Nickel,3.126743327604562,0.11157405478321883
2076,Spain,Cobalt,2.5721561732007223,0.09178428278587084
2076,Spain,Graphite,7.895363073846083,0.28173648420626457
2076,Spain,Rare earths,6.69618472994177,0.23894525505214878
2076,Spain,Copper,4.41445835888093,0.1575246085675218
2076,Sweden,Lithium,2.6426103288994334,0.11795112273833469
2076,Sweden,Nickel,2.6291845334253465,0.11735187144785658
2076,Sweden,Cobalt,2.1394983454323606,0.09549506000971965
2076,Sweden,Graphite,6.187711576058396,0.2761843165431952
2076,Sweden,Rare earths,5.287047171412533,0.2359837706750964
2076,Sweden,Copper,3.518231001551044,0.1570338585857975
2076,Denmark,Lithium,2.6221456305458166,0.12311616279119575
2076,Denmark,Nickel,2.4676551443844077,0.11586245589468756
2076,Denmark,Cobalt,2.0302586648240912,0.09532561936107578
2076,Denmark,Graphite,5.898146980718918,0.2769324538597178
2076,Denmark,Rare earths,5.052149540571517,0.23721080097027034
2076,Denmark,Copper,3.227786956168804,0.15155250712305282
2076,Finland,Lithium,2.9983998437455677,0.11826851059652024
2076,Finland,Nickel,2.870486897391745,0.11322312824605248
2076,Finland,Cobalt,2.4058372987729197,0.09489554725562918
2076,Finland,Graphite,7.036335762059521,0.2775403528557634
2076,Finland,Rare earths,6.015824660368374,0.23728743985752368
2076,Finland,Copper,4.025593797701687,0.158785021188511
2077,France,Lithium,2.405117032096088,0.1079255583843264
2077,France,Nickel,2.3072359876171538,0.10353331208626432
2077,France,Cobalt,2.0062207839568034,0.09002576401119122
2077,France,Graphite,6.62261735172567,0.29717875101811947
2077,France,Rare earths,5.598135623175541,0.2512068664350431
2077,France,Copper,3.3456358206620878,0.15012974806505558
2077,Germany,Lithium,2.774004353238124,0.10931107531231149
2077,Germany,Nickel,2.5609610165143932,0.10091599251505143
2077,Germany,Cobalt,2.306749721537452,0.09089866504473679
2077,Germany,Graphite,7.599799325489247,0.2994740204561233
2077,Germany,Rare earths,6.435012185819043,0.2535749811850873
2077,Germany,Copper,3.700630701110869,0.14582526548668964
2077,Italy,Lithium,2.8433358775970152,0.1072498400237278
2077,Italy,Nickel,2.6953881699096343,0.1016692935584404
